AU,rot,number,label,brillo,subgrup
AU15_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU15_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU16_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU16_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU16_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU16_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU16_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU17_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU17_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU17_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU18_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU18_snap127_SB26_rot30_incl30,incl30,30,1,26.0,train
AU18_snap127_SB26_rot45_incl30,incl30,45,1,26.0,train
AU18_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU19_snap127_SB26_rot00_incl30,incl30,00,1,26.0,train
AU19_snap127_SB26_rot60_incl30,incl30,60,1,26.0,train
AU19_snap127_SB26_rot90_incl30,incl30,90,1,26.0,train
AU20_snap127_SB26_rot45_incl30,incl30,45,1,26.0,train
AU20_snap127_SB26_rot60_incl30,incl30,60,1,26.0,train
AU20_snap127_SB26_rot90_incl30,incl30,90,1,26.0,train
AU21_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU21_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU21_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU21_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU22_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU22_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU22_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU23_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU23_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU23_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU23_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU24_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU25_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU25_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU25_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU25_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU25_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU26_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU26_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU26_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU26_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU27_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU27_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU27_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU28_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU28_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU28_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU28_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU29_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU29_snap127_SB26_rot30_incl30,incl30,30,0,26.0,train
AU29_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU29_snap127_SB26_rot60_incl30,incl30,60,0,26.0,train
AU29_snap127_SB26_rot90_incl30,incl30,90,0,26.0,train
AU30_snap127_SB26_rot00_incl30,incl30,00,0,26.0,train
AU30_snap127_SB26_rot45_incl30,incl30,45,0,26.0,train
AU30_snap127_SB26_rot60_incl30,incl30,60,1,26.0,train
AU30_snap127_SB26_rot90_incl30,incl30,90,1,26.0,train
AU1_snap127_SB26_rot00_incl45,incl45,00,1,26.0,train
AU1_snap127_SB26_rot30_incl45,incl45,30,1,26.0,train
AU1_snap127_SB26_rot45_incl45,incl45,45,1,26.0,train
AU1_snap127_SB26_rot60_incl45,incl45,60,1,26.0,train
AU1_snap127_SB26_rot90_incl45,incl45,90,1,26.0,train
AU2_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU3_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU3_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU3_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU3_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU3_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU4_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU4_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU4_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU4_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU5_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU5_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU5_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU5_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU6_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU6_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU6_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU7_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU7_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU7_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU8_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU8_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU8_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU8_snap127_SB26_rot90_incl45,incl45,90,1,26.0,train
AU9_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU9_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU9_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU9_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU9_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU10_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU10_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU10_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU10_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU11_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU11_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU11_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU12_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU12_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU12_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU12_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU13_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU13_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU14_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU14_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU14_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU15_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU15_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU15_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU16_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU16_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU16_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU17_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU17_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU17_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU17_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU18_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU18_snap127_SB26_rot30_incl45,incl45,30,1,26.0,train
AU18_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU18_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU19_snap127_SB26_rot00_incl45,incl45,00,1,26.0,train
AU19_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU19_snap127_SB26_rot90_incl45,incl45,90,1,26.0,train
AU20_snap127_SB26_rot00_incl45,incl45,00,1,26.0,train
AU20_snap127_SB26_rot30_incl45,incl45,30,1,26.0,train
AU20_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU20_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU20_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU21_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU21_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU21_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU21_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU22_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU22_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU22_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU23_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU23_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU23_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU24_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU24_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU24_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU24_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU24_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU25_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU25_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU25_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU25_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU25_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU26_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU26_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU26_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU27_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU27_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU27_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU28_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU28_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU28_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU29_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU29_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU29_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU29_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU30_snap127_SB26_rot00_incl45,incl45,00,0,26.0,train
AU30_snap127_SB26_rot30_incl45,incl45,30,0,26.0,train
AU30_snap127_SB26_rot45_incl45,incl45,45,0,26.0,train
AU30_snap127_SB26_rot60_incl45,incl45,60,0,26.0,train
AU30_snap127_SB26_rot90_incl45,incl45,90,0,26.0,train
AU1_snap127_SB27_rot00_incl15,incl15,00,1,27.0,train
AU1_snap127_SB27_rot30_incl15,incl15,30,1,27.0,train
AU1_snap127_SB27_rot60_incl15,incl15,60,1,27.0,train
AU1_snap127_SB27_rot90_incl15,incl15,90,1,27.0,train
AU2_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU2_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU2_snap127_SB27_rot45_incl15,incl15,45,1,27.0,train
AU2_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU2_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU3_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU3_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU3_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU4_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU4_snap127_SB27_rot60_incl15,incl15,60,1,27.0,train
AU4_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU5_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU5_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU5_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU6_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU6_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU6_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU6_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU7_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU7_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU7_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU7_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU8_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU8_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU8_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU8_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU8_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU9_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU9_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU9_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU9_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU9_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU10_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU10_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU10_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU10_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU11_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU11_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU11_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU12_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU12_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU12_snap127_SB27_rot60_incl15,incl15,60,1,27.0,train
AU12_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU13_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU13_snap127_SB27_rot30_incl15,incl15,30,1,27.0,train
AU13_snap127_SB27_rot45_incl15,incl15,45,1,27.0,train
AU13_snap127_SB27_rot90_incl15,incl15,90,1,27.0,train
AU14_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU14_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU14_snap127_SB27_rot90_incl15,incl15,90,1,27.0,train
AU15_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU15_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU15_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU16_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU16_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU16_snap127_SB27_rot45_incl15,incl15,45,1,27.0,train
AU16_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU17_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU17_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU17_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU17_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU18_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU18_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU19_snap127_SB27_rot30_incl15,incl15,30,1,27.0,train
AU19_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU19_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU20_snap127_SB27_rot30_incl15,incl15,30,1,27.0,train
AU20_snap127_SB27_rot90_incl15,incl15,90,1,27.0,train
AU21_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU21_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU21_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU21_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU22_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU22_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU22_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU23_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU23_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU23_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU23_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU23_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU24_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU24_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU24_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU25_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU25_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU25_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU26_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU26_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU27_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU27_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU27_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU28_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU28_snap127_SB27_rot30_incl15,incl15,30,0,27.0,train
AU28_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU28_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU28_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU29_snap127_SB27_rot00_incl15,incl15,00,0,27.0,train
AU29_snap127_SB27_rot45_incl15,incl15,45,0,27.0,train
AU29_snap127_SB27_rot60_incl15,incl15,60,0,27.0,train
AU29_snap127_SB27_rot90_incl15,incl15,90,0,27.0,train
AU30_snap127_SB27_rot00_incl15,incl15,00,1,27.0,train
AU30_snap127_SB27_rot30_incl15,incl15,30,1,27.0,train
AU30_snap127_SB27_rot45_incl15,incl15,45,1,27.0,train
AU30_snap127_SB27_rot60_incl15,incl15,60,1,27.0,train
AU30_snap127_SB27_rot90_incl15,incl15,90,1,27.0,train
AU1_snap127_SB27_rot00_incl30,incl30,00,1,27.0,train
AU1_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU1_snap127_SB27_rot60_incl30,incl30,60,1,27.0,train
AU1_snap127_SB27_rot90_incl30,incl30,90,1,27.0,train
AU2_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU2_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU2_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU2_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU3_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU3_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU3_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU3_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU4_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU4_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU4_snap127_SB27_rot60_incl30,incl30,60,1,27.0,train
AU4_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU5_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU5_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU5_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU5_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU6_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU6_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU6_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU7_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU7_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU7_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU8_snap127_SB27_rot00_incl30,incl30,00,1,27.0,train
AU8_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU8_snap127_SB27_rot45_incl30,incl30,45,1,27.0,train
AU8_snap127_SB27_rot60_incl30,incl30,60,1,27.0,train
AU8_snap127_SB27_rot90_incl30,incl30,90,1,27.0,train
AU9_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU9_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU9_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU9_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU9_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU10_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU10_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU10_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU10_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU10_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU11_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU11_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU11_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU11_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU12_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU12_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU12_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU12_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU13_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU13_snap127_SB27_rot45_incl30,incl30,45,1,27.0,train
AU14_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU14_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU14_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU14_snap127_SB27_rot90_incl30,incl30,90,1,27.0,train
AU15_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU15_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU15_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU15_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU15_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU16_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU16_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU16_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU17_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU17_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU17_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU17_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU17_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU18_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU18_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU18_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU19_snap127_SB27_rot00_incl30,incl30,00,1,27.0,train
AU19_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU19_snap127_SB27_rot45_incl30,incl30,45,1,27.0,train
AU20_snap127_SB27_rot00_incl30,incl30,00,1,27.0,train
AU20_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU20_snap127_SB27_rot45_incl30,incl30,45,1,27.0,train
AU20_snap127_SB27_rot60_incl30,incl30,60,1,27.0,train
AU21_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU21_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU21_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU22_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU22_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU22_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU22_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU23_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU23_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU24_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU24_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU24_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU25_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU25_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU25_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU25_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU26_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU26_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU26_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU27_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU27_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU27_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU27_snap127_SB27_rot60_incl30,incl30,60,0,27.0,train
AU27_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU28_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU28_snap127_SB27_rot90_incl30,incl30,90,0,27.0,train
AU29_snap127_SB27_rot00_incl30,incl30,00,0,27.0,train
AU29_snap127_SB27_rot30_incl30,incl30,30,0,27.0,train
AU29_snap127_SB27_rot45_incl30,incl30,45,0,27.0,train
AU30_snap127_SB27_rot00_incl30,incl30,00,1,27.0,train
AU30_snap127_SB27_rot30_incl30,incl30,30,1,27.0,train
AU30_snap127_SB27_rot45_incl30,incl30,45,1,27.0,train
AU30_snap127_SB27_rot60_incl30,incl30,60,1,27.0,train
AU30_snap127_SB27_rot90_incl30,incl30,90,1,27.0,train
AU1_snap127_SB27_rot00_incl45,incl45,00,1,27.0,train
AU1_snap127_SB27_rot45_incl45,incl45,45,1,27.0,train
AU1_snap127_SB27_rot60_incl45,incl45,60,1,27.0,train
AU2_snap127_SB27_rot30_incl45,incl45,30,1,27.0,train
AU2_snap127_SB27_rot45_incl45,incl45,45,0,27.0,train
AU2_snap127_SB27_rot60_incl45,incl45,60,0,27.0,train
AU2_snap127_SB27_rot90_incl45,incl45,90,0,27.0,train
AU3_snap127_SB27_rot00_incl45,incl45,00,0,27.0,train
AU3_snap127_SB27_rot30_incl45,incl45,30,0,27.0,train
AU3_snap127_SB27_rot45_incl45,incl45,45,0,27.0,train
AU3_snap127_SB27_rot60_incl45,incl45,60,0,27.0,train
AU3_snap127_SB27_rot90_incl45,incl45,90,0,27.0,train
AU4_snap127_SB27_rot30_incl45,incl45,30,0,27.0,train
AU4_snap127_SB27_rot60_incl45,incl45,60,1,27.0,train
AU5_snap127_SB27_rot00_incl45,incl45,00,0,27.0,train
AU5_snap127_SB27_rot45_incl45,incl45,45,0,27.0,train
AU5_snap127_SB27_rot60_incl45,incl45,60,0,27.0,train
AU5_snap127_SB27_rot90_incl45,incl45,90,0,27.0,train
AU6_snap127_SB27_rot60_incl45,incl45,60,0,27.0,train
AU6_snap127_SB27_rot90_incl45,incl45,90,0,27.0,train
AU7_snap127_SB27_rot30_incl45,incl45,30,1,27.0,train
AU7_snap127_SB27_rot45_incl45,incl45,45,0,27.0,train
AU7_snap127_SB27_rot60_incl45,incl45,60,0,27.0,train
